Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,Race,Year
0 days 02:05:22.138000,HAM,44,0 days 00:01:22.446000,49.0,3.0,,,0 days 00:00:27.239000,0 days 00:00:28.038000,0 days 00:00:27.169000,0 days 02:04:26.898000,0 days 02:04:54.936000,0 days 02:05:22.105000,,322.0,316.0,328.0,False,HARD,12.0,True,Mercedes,0 days 02:03:59.692000,2024-09-01 14:11:43.611,1,5.0,False,,False,True,Monza,2024
0 days 02:06:44.381000,HAM,44,0 days 00:01:22.243000,50.0,3.0,,,0 days 00:00:27.129000,0 days 00:00:27.892000,0 days 00:00:27.222000,0 days 02:05:49.234000,0 days 02:06:17.126000,0 days 02:06:44.348000,318.0,320.0,317.0,326.0,False,HARD,13.0,True,Mercedes,0 days 02:05:22.138000,2024-09-01 14:13:06.057,1,5.0,False,,False,True,Monza,2024
0 days 02:08:07.118000,HAM,44,0 days 00:01:22.737000,51.0,3.0,,,0 days 00:00:27.129000,0 days 00:00:28.190000,0 days 00:00:27.418000,,0 days 02:07:39.667000,0 days 02:08:07.085000,317.0,319.0,317.0,328.0,False,HARD,14.0,True,Mercedes,0 days 02:06:44.381000,2024-09-01 14:14:28.300,1,5.0,False,,False,True,Monza,2024
0 days 02:09:32.821000,HAM,44,0 days 00:01:25.703000,52.0,3.0,,,0 days 00:00:27.261000,0 days 00:00:29.697000,0 days 00:00:28.745000,0 days 02:08:34.346000,0 days 02:09:04.043000,0 days 02:09:32.788000,315.0,309.0,317.0,327.0,False,HARD,15.0,True,Mercedes,0 days 02:08:07.118000,2024-09-01 14:15:51.037,1,5.0,False,,False,True,Monza,2024
0 days 02:10:54.333000,HAM,44,0 days 00:01:21.512000,53.0,3.0,,,0 days 00:00:27.069000,0 days 00:00:27.439000,0 days 00:00:27.004000,0 days 02:09:59.857000,0 days 02:10:27.296000,0 days 02:10:54.300000,325.0,330.0,311.0,338.0,True,HARD,16.0,True,Mercedes,0 days 02:09:32.821000,2024-09-01 14:17:16.740,1,5.0,False,,False,True,Monza,2024
0 days 00:57:21.140000,VER,1,,1.0,1.0,,,,0 days 00:00:31.144000,0 days 00:00:28.856000,,0 days 00:56:52.426000,0 days 00:57:21.221000,327.0,316.0,312.0,298.0,False,HARD,1.0,True,Red Bull Racing,0 days 00:55:50.494000,2024-09-01 13:03:34.413,1,6.0,False,,False,False,Monza,2024
0 days 00:58:47.310000,VER,1,0 days 00:01:26.170000,2.0,1.0,,,0 days 00:00:28.048000,0 days 00:00:29.474000,0 days 00:00:28.648000,0 days 00:57:49.171000,0 days 00:58:18.645000,0 days 00:58:47.293000,315.0,334.0,311.0,316.0,True,HARD,2.0,True,Red Bull Racing,0 days 00:57:21.140000,2024-09-01 13:05:05.059,1,6.0,False,,False,True,Monza,2024
0 days 01:00:13.165000,VER,1,0 days 00:01:25.855000,3.0,1.0,,,0 days 00:00:27.731000,0 days 00:00:29.496000,0 days 00:00:28.628000,0 days 00:59:15.024000,0 days 00:59:44.520000,0 days 01:00:13.148000,314.0,332.0,312.0,321.0,True,HARD,3.0,True,Red Bull Racing,0 days 00:58:47.310000,2024-09-01 13:06:31.229,1,6.0,False,,False,True,Monza,2024
0 days 01:01:38.798000,VER,1,0 days 00:01:25.633000,4.0,1.0,,,0 days 00:00:27.884000,0 days 00:00:29.335000,0 days 00:00:28.414000,0 days 01:00:41.032000,0 days 01:01:10.367000,0 days 01:01:38.781000,313.0,318.0,312.0,317.0,True,HARD,4.0,True,Red Bull Racing,0 days 01:00:13.165000,2024-09-01 13:07:57.084,1,6.0,False,,False,True,Monza,2024
0 days 01:03:04.016000,VER,1,0 days 00:01:25.218000,5.0,1.0,,,0 days 00:00:27.721000,0 days 00:00:29.220000,0 days 00:00:28.277000,0 days 01:02:06.502000,0 days 01:02:35.722000,0 days 01:03:03.999000,,318.0,312.0,,True,HARD,5.0,True,Red Bull Racing,0 days 01:01:38.798000,2024-09-01 13:09:22.717,1,6.0,False,,False,True,Monza,2024
0 days 01:04:29.112000,VER,1,0 days 00:01:25.096000,6.0,1.0,,,0 days 00:00:27.832000,0 days 00:00:29.054000,0 days 00:00:28.210000,0 days 01:03:31.831000,0 days 01:04:00.885000,0 days 01:04:29.095000,,318.0,312.0,316.0,True,HARD,6.0,True,Red Bull Racing,0 days 01:03:04.016000,2024-09-01 13:10:47.935,1,6.0,False,,False,True,Monza,2024
0 days 01:05:54.154000,VER,1,0 days 00:01:25.042000,7.0,1.0,,,0 days 00:00:27.771000,0 days 00:00:28.994000,0 days 00:00:28.277000,0 days 01:04:56.866000,0 days 01:05:25.860000,0 days 01:05:54.137000,,319.0,311.0,314.0,True,HARD,7.0,True,Red Bull Racing,0 days 01:04:29.112000,2024-09-01 13:12:13.031,1,6.0,False,,False,True,Monza,2024
0 days 01:07:19.072000,VER,1,0 days 00:01:24.918000,8.0,1.0,,,0 days 00:00:27.712000,0 days 00:00:29.036000,0 days 00:00:28.170000,0 days 01:06:21.849000,0 days 01:06:50.885000,0 days 01:07:19.055000,,317.0,312.0,319.0,True,HARD,8.0,True,Red Bull Racing,0 days 01:05:54.154000,2024-09-01 13:13:38.073,1,6.0,False,,False,True,Monza,2024
0 days 01:08:44.122000,VER,1,0 days 00:01:25.050000,9.0,1.0,,,0 days 00:00:27.909000,0 days 00:00:28.956000,0 days 00:00:28.185000,0 days 01:07:46.964000,0 days 01:08:15.920000,0 days 01:08:44.105000,312.0,317.0,312.0,315.0,False,HARD,9.0,True,Red Bull Racing,0 days 01:07:19.072000,2024-09-01 13:15:02.991,1,6.0,False,,False,True,Monza,2024
0 days 01:10:09.086000,VER,1,0 days 00:01:24.964000,10.0,1.0,,,0 days 00:00:27.820000,0 days 00:00:29.008000,0 days 00:00:28.136000,0 days 01:09:11.925000,0 days 01:09:40.933000,0 days 01:10:09.069000,310.0,317.0,312.0,318.0,False,HARD,10.0,True,Red Bull Racing,0 days 01:08:44.122000,2024-09-01 13:16:28.041,1,6.0,False,,False,True,Monza,2024
0 days 01:11:34.064000,VER,1,0 days 00:01:24.978000,11.0,1.0,,,0 days 00:00:27.799000,0 days 00:00:28.990000,0 days 00:00:28.189000,0 days 01:10:36.868000,0 days 01:11:05.858000,0 days 01:11:34.047000,,315.0,312.0,317.0,False,HARD,11.0,True,Red Bull Racing,0 days 01:10:09.086000,2024-09-01 13:17:53.005,1,6.0,False,,False,True,Monza,2024
0 days 01:12:59.032000,VER,1,0 days 00:01:24.968000,12.0,1.0,,,0 days 00:00:27.821000,0 days 00:00:28.994000,0 days 00:00:28.153000,0 days 01:12:01.868000,0 days 01:12:30.862000,0 days 01:12:59.015000,312.0,316.0,311.0,,False,HARD,12.0,True,Red Bull Racing,0 days 01:11:34.064000,2024-09-01 13:19:17.983,1,6.0,False,,False,True,Monza,2024
0 days 01:14:23.989000,VER,1,0 days 00:01:24.957000,13.0,1.0,,,0 days 00:00:27.806000,0 days 00:00:28.950000,0 days 00:00:28.201000,0 days 01:13:26.821000,0 days 01:13:55.771000,0 days 01:14:23.972000,311.0,317.0,313.0,319.0,False,HARD,13.0,True,Red Bull Racing,0 days 01:12:59.032000,2024-09-01 13:20:42.951,1,6.0,False,,False,True,Monza,2024
0 days 01:15:49.276000,VER,1,0 days 00:01:25.287000,14.0,1.0,,,0 days 00:00:27.749000,0 days 00:00:29.246000,0 days 00:00:28.292000,0 days 01:14:51.721000,0 days 01:15:20.967000,0 days 01:15:49.259000,312.0,317.0,314.0,,False,HARD,14.0,True,Red Bull Racing,0 days 01:14:23.989000,2024-09-01 13:22:07.908,1,6.0,False,,False,True,Monza,2024
0 days 01:17:15.022000,VER,1,0 days 00:01:25.746000,15.0,1.0,,,0 days 00:00:27.726000,0 days 00:00:29.288000,0 days 00:00:28.732000,0 days 01:16:16.985000,0 days 01:16:46.273000,0 days 01:17:15.005000,315.0,327.0,310.0,330.0,False,HARD,15.0,True,Red Bull Racing,0 days 01:15:49.276000,2024-09-01 13:23:33.195,1,4.0,False,,False,True,Monza,2024
0 days 01:18:40.266000,VER,1,0 days 00:01:25.244000,16.0,1.0,,,0 days 00:00:27.735000,0 days 00:00:29.177000,0 days 00:00:28.332000,0 days 01:17:42.740000,0 days 01:18:11.917000,0 days 01:18:40.249000,309.0,311.0,311.0,323.0,False,HARD,16.0,True,Red Bull Racing,0 days 01:17:15.022000,2024-09-01 13:24:58.941,1,3.0,False,,False,True,Monza,2024
0 days 01:20:05.606000,VER,1,0 days 00:01:25.340000,17.0,1.0,,,0 days 00:00:27.864000,0 days 00:00:29.212000,0 days 00:00:28.264000,0 days 01:19:08.113000,0 days 01:19:37.325000,0 days 01:20:05.589000,,313.0,310.0,315.0,False,HARD,17.0,True,Red Bull Racing,0 days 01:18:40.266000,2024-09-01 13:26:24.185,1,2.0,False,,False,True,Monza,2024
0 days 01:21:31.075000,VER,1,0 days 00:01:25.469000,18.0,1.0,,,0 days 00:00:27.813000,0 days 00:00:29.236000,0 days 00:00:28.420000,0 days 01:20:33.402000,0 days 01:21:02.638000,0 days 01:21:31.058000,311.0,314.0,310.0,317.0,False,HARD,18.0,True,Red Bull Racing,0 days 01:20:05.606000,2024-09-01 13:27:49.525,1,2.0,False,,False,True,Monza,2024
0 days 01:22:56.612000,VER,1,0 days 00:01:25.537000,19.0,1.0,,,0 days 00:00:27.810000,0 days 00:00:29.369000,0 days 00:00:28.358000,0 days 01:21:58.868000,0 days 01:22:28.237000,0 days 01:22:56.595000,310.0,314.0,310.0,318.0,False,HARD,19.0,True,Red Bull Racing,0 days 01:21:31.075000,2024-09-01 13:29:14.994,1,1.0,False,,False,True,Monza,2024
0 days 01:24:22.171000,VER,1,0 days 00:01:25.559000,20.0,1.0,,,0 days 00:00:27.938000,0 days 00:00:29.183000,0 days 00:00:28.438000,0 days 01:23:24.533000,0 days 01:23:53.716000,0 days 01:24:22.154000,307.0,311.0,309.0,314.0,False,HARD,20.0,True,Red Bull Racing,0 days 01:22:56.612000,2024-09-01 13:30:40.531,1,1.0,False,,False,True,Monza,2024
0 days 01:25:47.552000,VER,1,0 days 00:01:25.381000,21.0,1.0,,,0 days 00:00:27.905000,0 days 00:00:29.100000,0 days 00:00:28.376000,0 days 01:24:50.059000,0 days 01:25:19.159000,0 days 01:25:47.535000,306.0,311.0,308.0,315.0,False,HARD,21.0,True,Red Bull Racing,0 days 01:24:22.171000,2024-09-01 13:32:06.090,1,1.0,False,,False,True,Monza,2024
0 days 01:27:17.220000,VER,1,0 days 00:01:29.668000,22.0,1.0,,0 days 01:27:13.547000,0 days 00:00:28.025000,0 days 00:00:29.184000,0 days 00:00:32.459000,0 days 01:26:15.560000,0 days 01:26:44.744000,0 days 01:27:17.203000,307.0,311.0,,,False,HARD,22.0,True,Red Bull Racing,0 days 01:25:47.552000,2024-09-01 13:33:31.471,1,2.0,False,,False,False,Monza,2024
0 days 01:29:05.059000,VER,1,0 days 00:01:47.839000,23.0,2.0,0 days 01:27:41.632000,,0 days 00:00:51.273000,0 days 00:00:28.653000,0 days 00:00:27.913000,0 days 01:28:08.476000,0 days 01:28:37.129000,0 days 01:29:05.042000,311.0,315.0,314.0,282.0,False,HARD,1.0,True,Red Bull Racing,0 days 01:27:17.220000,2024-09-01 13:35:01.139,1,8.0,False,,False,False,Monza,2024
0 days 01:30:28.604000,VER,1,0 days 00:01:23.545000,24.0,2.0,,,0 days 00:00:27.251000,0 days 00:00:28.532000,0 days 00:00:27.762000,0 days 01:29:32.293000,0 days 01:30:00.825000,0 days 01:30:28.587000,312.0,313.0,312.0,329.0,True,HARD,2.0,True,Red Bull Racing,0 days 01:29:05.059000,2024-09-01 13:36:48.978,1,6.0,False,,False,True,Monza,2024
0 days 01:31:52.405000,VER,1,0 days 00:01:23.801000,25.0,2.0,,,0 days 00:00:27.630000,0 days 00:00:28.498000,0 days 00:00:27.673000,0 days 01:30:56.217000,0 days 01:31:24.715000,0 days 01:31:52.388000,306.0,312.0,313.0,317.0,False,HARD,3.0,True,Red Bull Racing,0 days 01:30:28.604000,2024-09-01 13:38:12.523,1,6.0,False,,False,True,Monza,2024
0 days 01:33:16.023000,VER,1,0 days 00:01:23.618000,26.0,2.0,,,0 days 00:00:27.535000,0 days 00:00:28.475000,0 days 00:00:27.608000,0 days 01:32:19.923000,0 days 01:32:48.398000,0 days 01:33:16.006000,307.0,312.0,313.0,316.0,False,HARD,4.0,True,Red Bull Racing,0 days 01:31:52.405000,2024-09-01 13:39:36.324,1,6.0,False,,False,True,Monza,2024
0 days 01:34:39.547000,VER,1,0 days 00:01:23.524000,27.0,2.0,,,0 days 00:00:27.544000,0 days 00:00:28.388000,0 days 00:00:27.592000,0 days 01:33:43.550000,0 days 01:34:11.938000,0 days 01:34:39.530000,,314.0,313.0,317.0,True,HARD,5.0,True,Red Bull Racing,0 days 01:33:16.023000,2024-09-01 13:40:59.942,1,6.0,False,,False,True,Monza,2024
0 days 01:36:03.056000,VER,1,0 days 00:01:23.509000,28.0,2.0,,,0 days 00:00:27.624000,0 days 00:00:28.316000,0 days 00:00:27.569000,0 days 01:35:07.154000,0 days 01:35:35.470000,0 days 01:36:03.039000,309.0,314.0,314.0,,True,HARD,6.0,True,Red Bull Racing,0 days 01:34:39.547000,2024-09-01 13:42:23.466,1,6.0,False,,False,True,Monza,2024
0 days 01:37:26.508000,VER,1,0 days 00:01:23.452000,29.0,2.0,,,0 days 00:00:27.534000,0 days 00:00:28.472000,0 days 00:00:27.446000,0 days 01:36:30.573000,0 days 01:36:59.045000,0 days 01:37:26.491000,,312.0,313.0,,True,HARD,7.0,True,Red Bull Racing,0 days 01:36:03.056000,2024-09-01 13:43:46.975,1,6.0,False,,False,True,Monza,2024
0 days 01:38:50.050000,VER,1,0 days 00:01:23.542000,30.0,2.0,,,0 days 00:00:27.549000,0 days 00:00:28.392000,0 days 00:00:27.601000,0 days 01:37:54.040000,0 days 01:38:22.432000,0 days 01:38:50.033000,,313.0,313.0,318.0,False,HARD,8.0,True,Red Bull Racing,0 days 01:37:26.508000,2024-09-01 13:45:10.427,1,6.0,False,,False,True,Monza,2024
0 days 01:40:13.474000,VER,1,0 days 00:01:23.424000,31.0,2.0,,,0 days 00:00:27.494000,0 days 00:00:28.388000,0 days 00:00:27.542000,0 days 01:39:17.527000,0 days 01:39:45.915000,0 days 01:40:13.457000,308.0,313.0,313.0,,True,HARD,9.0,True,Red Bull Racing,0 days 01:38:50.050000,2024-09-01 13:46:33.969,1,6.0,False,,False,True,Monza,2024
0 days 01:41:36.964000,VER,1,0 days 00:01:23.490000,32.0,2.0,,,0 days 00:00:27.480000,0 days 00:00:28.364000,0 days 00:00:27.646000,0 days 01:40:40.937000,0 days 01:41:09.301000,0 days 01:41:36.947000,309.0,314.0,313.0,,False,HARD,10.0,True,Red Bull Racing,0 days 01:40:13.474000,2024-09-01 13:47:57.393,1,6.0,False,,False,True,Monza,2024
0 days 01:43:00.585000,VER,1,0 days 00:01:23.621000,33.0,2.0,,,0 days 00:00:27.490000,0 days 00:00:28.590000,0 days 00:00:27.541000,0 days 01:42:04.437000,0 days 01:42:33.027000,0 days 01:43:00.568000,,313.0,314.0,,False,HARD,11.0,True,Red Bull Racing,0 days 01:41:36.964000,2024-09-01 13:49:20.883,1,5.0,False,,False,True,Monza,2024
0 days 01:44:24.161000,VER,1,0 days 00:01:23.576000,34.0,2.0,,,0 days 00:00:27.573000,0 days 00:00:28.473000,0 days 00:00:27.530000,0 days 01:43:28.141000,0 days 01:43:56.614000,0 days 01:44:24.144000,310.0,316.0,316.0,,False,HARD,12.0,True,Red Bull Racing,0 days 01:43:00.585000,2024-09-01 13:50:44.504,1,5.0,False,,False,True,Monza,2024
0 days 01:45:47.750000,VER,1,0 days 00:01:23.589000,35.0,2.0,,,0 days 00:00:27.470000,0 days 00:00:28.491000,0 days 00:00:27.628000,0 days 01:44:51.614000,0 days 01:45:20.105000,0 days 01:45:47.733000,311.0,316.0,315.0,322.0,False,HARD,13.0,True,Red Bull Racing,0 days 01:44:24.161000,2024-09-01 13:52:08.080,1,5.0,False,,False,True,Monza,2024
0 days 01:47:11.309000,VER,1,0 days 00:01:23.559000,36.0,2.0,,,0 days 00:00:27.442000,0 days 00:00:28.466000,0 days 00:00:27.651000,0 days 01:46:15.175000,0 days 01:46:43.641000,0 days 01:47:11.292000,,316.0,315.0,321.0,False,HARD,14.0,True,Red Bull Racing,0 days 01:45:47.750000,2024-09-01 13:53:31.669,1,5.0,False,,False,True,Monza,2024
0 days 01:48:34.794000,VER,1,0 days 00:01:23.485000,37.0,2.0,,,0 days 00:00:27.430000,0 days 00:00:28.508000,0 days 00:00:27.547000,0 days 01:47:38.722000,0 days 01:48:07.230000,0 days 01:48:34.777000,310.0,316.0,316.0,323.0,False,HARD,15.0,True,Red Bull Racing,0 days 01:47:11.309000,2024-09-01 13:54:55.228,1,5.0,False,,False,True,Monza,2024
0 days 01:49:58.221000,VER,1,0 days 00:01:23.427000,38.0,2.0,,,0 days 00:00:27.500000,0 days 00:00:28.381000,0 days 00:00:27.546000,0 days 01:49:02.277000,0 days 01:49:30.658000,0 days 01:49:58.204000,309.0,313.0,314.0,322.0,False,HARD,16.0,True,Red Bull Racing,0 days 01:48:34.794000,2024-09-01 13:56:18.713,1,4.0,False,,False,True,Monza,2024
0 days 01:51:21.722000,VER,1,0 days 00:01:23.501000,39.0,2.0,,,0 days 00:00:27.433000,0 days 00:00:28.441000,0 days 00:00:27.627000,0 days 01:50:25.637000,0 days 01:50:54.078000,0 days 01:51:21.705000,313.0,317.0,315.0,318.0,False,HARD,17.0,True,Red Bull Racing,0 days 01:49:58.221000,2024-09-01 13:57:42.140,1,4.0,False,,False,True,Monza,2024
0 days 01:52:46.059000,VER,1,0 days 00:01:24.337000,40.0,2.0,,,0 days 00:00:27.654000,0 days 00:00:28.924000,0 days 00:00:27.759000,0 days 01:51:49.359000,0 days 01:52:18.283000,0 days 01:52:46.042000,310.0,313.0,314.0,337.0,False,HARD,18.0,True,Red Bull Racing,0 days 01:51:21.722000,2024-09-01 13:59:05.641,1,4.0,False,,False,True,Monza,2024
0 days 01:54:14.797000,VER,1,0 days 00:01:28.738000,41.0,2.0,,0 days 01:54:11.181000,0 days 00:00:27.581000,0 days 00:00:28.766000,0 days 00:00:32.391000,0 days 01:53:13.623000,0 days 01:53:42.389000,0 days 01:54:14.780000,311.0,323.0,,338.0,False,HARD,19.0,True,Red Bull Racing,0 days 01:52:46.059000,2024-09-01 14:00:29.978,1,5.0,False,,False,False,Monza,2024
0 days 01:55:58.887000,VER,1,0 days 00:01:44.090000,42.0,3.0,0 days 01:54:35.133000,,0 days 00:00:47.115000,0 days 00:00:29.109000,0 days 00:00:27.866000,0 days 01:55:01.895000,0 days 01:55:31.004000,0 days 01:55:58.870000,306.0,306.0,314.0,285.0,False,MEDIUM,1.0,True,Red Bull Racing,0 days 01:54:14.797000,2024-09-01 14:01:58.716,1,6.0,False,,False,False,Monza,2024
0 days 01:57:20.632000,VER,1,0 days 00:01:21.745000,43.0,3.0,,,0 days 00:00:26.877000,0 days 00:00:27.614000,0 days 00:00:27.254000,0 days 01:56:25.747000,0 days 01:56:53.361000,0 days 01:57:20.615000,318.0,322.0,303.0,330.0,True,MEDIUM,2.0,True,Red Bull Racing,0 days 01:55:58.887000,2024-09-01 14:03:42.806,1,6.0,False,,False,True,Monza,2024
0 days 01:58:43.677000,VER,1,0 days 00:01:23.045000,44.0,3.0,,,0 days 00:00:27.541000,0 days 00:00:28.129000,0 days 00:00:27.375000,0 days 01:57:48.156000,0 days 01:58:16.285000,0 days 01:58:43.660000,305.0,311.0,315.0,312.0,False,MEDIUM,3.0,True,Red Bull Racing,0 days 01:57:20.632000,2024-09-01 14:05:04.551,1,6.0,False,,False,True,Monza,2024
0 days 02:00:07.040000,VER,1,0 days 00:01:23.363000,45.0,3.0,,,0 days 00:00:27.387000,0 days 00:00:28.389000,0 days 00:00:27.587000,0 days 01:59:11.047000,0 days 01:59:39.436000,0 days 02:00:07.023000,306.0,310.0,314.0,315.0,False,MEDIUM,4.0,True,Red Bull Racing,0 days 01:58:43.677000,2024-09-01 14:06:27.596,1,6.0,False,,False,True,Monza,2024
0 days 02:01:29.981000,VER,1,0 days 00:01:22.941000,46.0,3.0,,,0 days 00:00:27.420000,0 days 00:00:28.126000,0 days 00:00:27.395000,0 days 02:00:34.443000,0 days 02:01:02.569000,0 days 02:01:29.964000,308.0,312.0,315.0,,False,MEDIUM,5.0,True,Red Bull Racing,0 days 02:00:07.040000,2024-09-01 14:07:50.959,1,6.0,False,,False,True,Monza,2024
0 days 02:02:52.501000,VER,1,0 days 00:01:22.520000,47.0,3.0,,,0 days 00:00:27.372000,0 days 00:00:27.933000,0 days 00:00:27.215000,0 days 02:01:57.336000,0 days 02:02:25.269000,0 days 02:02:52.484000,,314.0,315.0,316.0,False,MEDIUM,6.0,True,Red Bull Racing,0 days 02:01:29.981000,2024-09-01 14:09:13.900,1,6.0,False,,False,True,Monza,2024
0 days 02:04:15.071000,VER,1,0 days 00:01:22.570000,48.0,3.0,,,0 days 00:00:27.332000,0 days 00:00:28.011000,0 days 00:00:27.227000,0 days 02:03:19.816000,0 days 02:03:47.827000,0 days 02:04:15.054000,307.0,313.0,316.0,317.0,False,MEDIUM,7.0,True,Red Bull Racing,0 days 02:02:52.501000,2024-09-01 14:10:36.420,1,6.0,False,,False,True,Monza,2024
0 days 02:05:37.655000,VER,1,0 days 00:01:22.584000,49.0,3.0,,,0 days 00:00:27.341000,0 days 00:00:27.980000,0 days 00:00:27.263000,0 days 02:04:42.395000,0 days 02:05:10.375000,0 days 02:05:37.638000,308.0,313.0,316.0,318.0,False,MEDIUM,8.0,True,Red Bull Racing,0 days 02:04:15.071000,2024-09-01 14:11:58.990,1,6.0,False,,False,True,Monza,2024
0 days 02:07:00.240000,VER,1,0 days 00:01:22.585000,50.0,3.0,,,0 days 00:00:27.313000,0 days 00:00:28.095000,0 days 00:00:27.177000,0 days 02:06:04.951000,0 days 02:06:33.046000,0 days 02:07:00.223000,309.0,315.0,316.0,,False,MEDIUM,9.0,True,Red Bull Racing,0 days 02:05:37.655000,2024-09-01 14:13:21.574,1,6.0,False,,False,True,Monza,2024
0 days 02:08:22.814000,VER,1,0 days 00:01:22.574000,51.0,3.0,,,0 days 00:00:27.291000,0 days 00:00:28.043000,0 days 00:00:27.240000,0 days 02:07:27.514000,0 days 02:07:55.557000,0 days 02:08:22.797000,310.0,316.0,317.0,,False,MEDIUM,10.0,True,Red Bull Racing,0 days 02:07:00.240000,2024-09-01 14:14:44.159,1,6.0,False,,False,True,Monza,2024
0 days 02:09:45.734000,VER,1,0 days 00:01:22.920000,52.0,3.0,,,0 days 00:00:27.286000,0 days 00:00:28.412000,0 days 00:00:27.222000,0 days 02:08:50.083000,0 days 02:09:18.495000,0 days 02:09:45.717000,,316.0,317.0,319.0,False,MEDIUM,11.0,True,Red Bull Racing,0 days 02:08:22.814000,2024-09-01 14:16:06.733,1,6.0,False,,False,True,Monza,2024
0 days 02:11:09.445000,VER,1,0 days 00:01:23.711000,53.0,3.0,,,0 days 00:00:27.394000,0 days 00:00:28.522000,0 days 00:00:27.795000,0 days 02:10:13.111000,0 days 02:10:41.633000,0 days 02:11:09.428000,311.0,322.0,314.0,,False,MEDIUM,12.0,True,Red Bull Racing,0 days 02:09:45.734000,2024-09-01 14:17:29.653,1,6.0,False,,False,True,Monza,2024
0 days 00:57:22.484000,PER,11,,1.0,1.0,,,,0 days 00:00:31.761000,0 days 00:00:29.279000,,0 days 00:56:53.349000,0 days 00:57:22.693000,340.0,318.0,312.0,284.0,False,HARD,1.0,True,Red Bull Racing,0 days 00:55:50.494000,2024-09-01 13:03:34.413,1,8.0,False,,False,False,Monza,2024
0 days 00:58:48.895000,PER,11,0 days 00:01:26.411000,2.0,1.0,,,0 days 00:00:27.938000,0 days 00:00:29.614000,0 days 00:00:28.859000,0 days 00:57:50.394000,0 days 00:58:20.008000,0 days 00:58:48.867000,317.0,338.0,312.0,334.0,True,HARD,2.0,True,Red Bull Racing,0 days 00:57:22.484000,2024-09-01 13:05:06.403,1,8.0,False,,False,True,Monza,2024
0 days 01:00:14.652000,PER,11,0 days 00:01:25.757000,3.0,1.0,,,0 days 00:00:27.641000,0 days 00:00:29.539000,0 days 00:00:28.577000,0 days 00:59:16.508000,0 days 00:59:46.047000,0 days 01:00:14.624000,313.0,333.0,312.0,325.0,True,HARD,3.0,True,Red Bull Racing,0 days 00:58:48.895000,2024-09-01 13:06:32.814,1,8.0,False,,False,True,Monza,2024
0 days 01:01:40.457000,PER,11,0 days 00:01:25.805000,4.0,1.0,,,0 days 00:00:27.729000,0 days 00:00:29.608000,0 days 00:00:28.468000,0 days 01:00:42.353000,0 days 01:01:11.961000,0 days 01:01:40.429000,310.0,335.0,312.0,319.0,False,HARD,4.0,True,Red Bull Racing,0 days 01:00:14.652000,2024-09-01 13:07:58.571,1,8.0,False,,False,True,Monza,2024
0 days 01:03:05.904000,PER,11,0 days 00:01:25.447000,5.0,1.0,,,0 days 00:00:27.791000,0 days 00:00:29.396000,0 days 00:00:28.260000,0 days 01:02:08.220000,0 days 01:02:37.616000,0 days 01:03:05.876000,309.0,323.0,313.0,311.0,True,HARD,5.0,True,Red Bull Racing,0 days 01:01:40.457000,2024-09-01 13:09:24.376,1,8.0,False,,False,True,Monza,2024
0 days 01:04:31.009000,PER,11,0 days 00:01:25.105000,6.0,1.0,,,0 days 00:00:27.708000,0 days 00:00:29.113000,0 days 00:00:28.284000,0 days 01:03:33.584000,0 days 01:04:02.697000,0 days 01:04:30.981000,312.0,326.0,312.0,308.0,True,HARD,6.0,True,Red Bull Racing,0 days 01:03:05.904000,2024-09-01 13:10:49.823,1,8.0,False,,False,True,Monza,2024
0 days 01:05:56.443000,PER,11,0 days 00:01:25.434000,7.0,1.0,,,0 days 00:00:27.540000,0 days 00:00:29.215000,0 days 00:00:28.679000,0 days 01:04:58.521000,0 days 01:05:27.736000,0 days 01:05:56.415000,314.0,327.0,310.0,319.0,False,HARD,7.0,True,Red Bull Racing,0 days 01:04:31.009000,2024-09-01 13:12:14.928,1,8.0,False,,False,True,Monza,2024
0 days 01:07:21.629000,PER,11,0 days 00:01:25.186000,8.0,1.0,,,0 days 00:00:27.589000,0 days 00:00:29.255000,0 days 00:00:28.342000,0 days 01:06:24.004000,0 days 01:06:53.259000,0 days 01:07:21.601000,312.0,316.0,312.0,322.0,False,HARD,8.0,True,Red Bull Racing,0 days 01:05:56.443000,2024-09-01 13:13:40.362,1,8.0,False,,False,True,Monza,2024
